outcome,tract,metric,node,t,p,hemisphere,N,covariates,extent_threshold,cluster_p,passed
memory_accuracy,r_example_tract,FA,91,0.8219,0.41653,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,92,0.4802,0.63397,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,93,0.5198,0.60637,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,94,0.178,0.85969,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,95,0.4471,0.65751,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,96,0.5428,0.59058,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,97,0.3156,0.75412,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,98,0.4152,0.68048,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_accuracy,r_example_tract,FA,99,0.6144,0.54284,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,,0
memory_bias,l_example_tract,NDI,0,0.2911,0.77266,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,1,0.4271,0.67187,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,2,0.1012,0.91995,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,3,0.355,0.72468,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,4,0.0964,0.92372,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,5,0.1115,0.91183,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,6,0.3083,0.75961,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,7,-0.014,0.98889,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,8,-0.227,0.82174,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,9,-0.2288,0.82035,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,10,-0.0389,0.96921,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,11,0.1041,0.91764,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,12,-0.3454,0.73181,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,13,-0.2193,0.82763,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,14,-0.7799,0.44056,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,15,-0.3959,0.69448,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,16,-0.2465,0.80667,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,17,-0.4961,0.62282,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,18,-0.6918,0.49353,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,19,-0.5591,0.57955,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,20,-0.4613,0.64735,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,21,-0.5248,0.60294,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,22,-0.5732,0.57007,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,23,-1.0008,0.32358,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,24,-1.0212,0.31398,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,25,-0.9084,0.3697,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,26,-1.4001,0.17003,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,27,-1.5525,0.1293,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,28,-1.3893,0.17327,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,29,-1.5687,0.12546,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,30,-1.7485,0.0889,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,31,-2.0948,0.04328,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,32,-2.5015,0.01705,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,33,-2.7045,0.01038,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,34,-2.4329,0.02008,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,35,-2.6055,0.01326,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,36,-3.1667,0.00314,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,37,-3.2535,0.00248,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,38,-3.2002,0.00287,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,39,-3.1181,0.00357,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,40,-3.3566,0.00187,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,41,-3.4015,0.00165,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,42,-3.1391,0.00338,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,43,-3.0906,0.00384,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,44,-3.2518,0.00249,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,45,-3.164,0.00316,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,46,-2.7572,0.0091,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,47,-3.0087,0.00477,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,48,-2.6837,0.01093,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,49,-2.4548,0.01906,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,50,-2.4235,0.02053,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,51,-2.1493,0.03841,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,52,-2.4153,0.02093,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,53,-1.9125,0.0638,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,54,-1.6904,0.09959,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,55,-1.4681,0.15077,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,56,-1.2613,0.2153,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,57,-1.3649,0.18075,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,58,-0.7844,0.43791,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,59,-0.8474,0.4024,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,60,-0.6611,0.51275,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,61,-0.5849,0.56225,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,62,-0.4394,0.66299,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,63,-0.1543,0.87821,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,64,-0.2786,0.78214,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,65,-0.0809,0.93598,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,66,-0.0703,0.94434,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,67,-0.2346,0.81587,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,68,0.0215,0.98297,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,69,0.0214,0.98305,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,70,-0.1583,0.8751,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,71,-0.0849,0.9328,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,72,-0.16,0.87376,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,73,-0.2961,0.76885,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,74,0.1531,0.87918,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,75,-0.1827,0.85608,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,76,0.0974,0.92293,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,77,0.1099,0.91308,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,78,-0.0063,0.99498,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,79,0.0138,0.98906,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,80,0.2441,0.80851,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,81,0.3354,0.73925,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,82,0.0331,0.97379,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,83,0.1453,0.88528,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,84,-0.0756,0.94019,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,85,-0.2596,0.79662,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,86,0.1052,0.91679,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,87,-0.3777,0.70787,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,88,-0.4644,0.64517,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,89,-0.3157,0.75406,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,90,-0.455,0.65183,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,91,-0.2663,0.79151,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,92,-0.4823,0.63249,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,93,-0.49,0.62711,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,94,-0.4192,0.67758,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,95,-0.3147,0.7548,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,96,-0.1159,0.9084,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,97,0.0966,0.92355,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,98,0.1108,0.91238,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,l_example_tract,NDI,99,0.1798,0.85835,L,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.011,1
memory_bias,r_example_tract,NDI,0,-0.1604,0.8735,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,1,-0.4374,0.66442,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,2,-0.3443,0.73259,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,3,0.0025,0.99802,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,4,-0.0524,0.95847,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,5,-0.066,0.94776,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,6,0.0315,0.97506,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,7,-0.0669,0.94706,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,8,0.101,0.9201,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,9,-0.0728,0.94239,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,10,-0.0038,0.997,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,11,0.1677,0.86772,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,12,-0.0709,0.94388,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,13,-0.1568,0.87626,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,14,-0.3687,0.71449,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,15,-0.2154,0.83065,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,16,-0.4807,0.63364,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,17,-0.5496,0.58598,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,18,-0.5688,0.57304,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,19,-0.7137,0.48002,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,20,-0.7663,0.44847,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,21,-0.926,0.36061,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,22,-1.0179,0.31552,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,23,-1.034,0.30805,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,24,-1.5052,0.141,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,25,-1.397,0.17097,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,26,-1.7466,0.08923,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,27,-1.547,0.13061,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,28,-2.1115,0.04174,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,29,-2.0208,0.05079,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,30,-2.2953,0.02765,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,31,-2.5349,0.01574,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,32,-2.4348,0.01999,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,33,-2.5927,0.01368,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,34,-2.865,0.00692,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,35,-2.7607,0.00902,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,36,-2.835,0.00747,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,37,-3.02,0.00463,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,38,-3.1881,0.00296,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,39,-2.8959,0.00639,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,40,-2.9014,0.0063,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,41,-3.0599,0.00417,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,42,-3.2262,0.00267,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,43,-2.9608,0.0054,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,44,-2.6196,0.01281,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,45,-3.0985,0.00376,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,46,-2.9215,0.00598,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,47,-3.0237,0.00458,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,48,-2.9544,0.00549,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,49,-2.3633,0.02363,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,50,-2.2506,0.03062,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,51,-2.403,0.02154,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,52,-2.1962,0.03461,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,53,-2.0976,0.04303,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,54,-1.8154,0.0778,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,55,-1.5177,0.13784,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,56,-1.4331,0.16047,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,57,-1.1842,0.24411,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,58,-0.8192,0.41809,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,59,-0.8299,0.41208,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,60,-0.8091,0.42379,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,61,-0.6688,0.50788,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,62,-0.3152,0.7544,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,63,-0.5368,0.59472,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,64,-0.3352,0.73941,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,65,-0.1722,0.86425,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,66,-0.1953,0.84629,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,67,-0.2373,0.81374,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,68,-0.1885,0.85156,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,69,-0.3823,0.70447,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,70,-0.3028,0.76382,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,71,-0.2674,0.7907,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,72,-0.5012,0.61926,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,73,-0.1592,0.87439,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,74,0.0176,0.98607,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,75,0.0577,0.95433,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,76,0.041,0.96756,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,77,0.0856,0.93225,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,78,0.1238,0.90219,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,79,0.2977,0.76761,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,80,0.1085,0.91423,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,81,0.288,0.77497,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,82,0.2129,0.83258,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,83,0.2688,0.78959,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,84,0.373,0.71136,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
memory_bias,r_example_tract,NDI,85,0.1816,0.85693,R,40,"ICV, Mean_length_mm, Streamline_count, absolute_motion, age",18,0.004,1
